Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72
Aeromicrobium erythreum;10.69354;141.59292;0;0;0;9.2212;0;0;0;50.44136;0;0;52.02914;0;0;0;0;0;0;0;78.09449;0;9.37621;0;10.00784;0;13.33304;8.49678;14.39388;6.50371;7.2991;0;0;36.47638;27.98769;0;27.571;0;0;0;0;148.25797;0;0;0;0;0
Aeromonas caviae;8.58936;113.70097;0;0;0;3.1743;0;0;32.78689;0;0;0;0;0;95.41985;0;0;0;0;0;109.76948;73.52941;27.97323;10.13582;4.68917;0;12.49442;4.5499;16.43694;11.60884;6.49102;0;0;29.29544;22.47949;0;44.28698;25.54278;0;0;52.87508;238.09524;0;66.97924;0;0;0
Aeromonas dhakensis;5.97919;52.77045;0;0;0;5.89252;0;0;0;0;0;0;38.78976;0;0;0;0;0;0;0;0;0;7.98874;9.40756;7.46102;0;4.9701;5.80665;8.79162;7.81172;4.27557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.58506;0
Aeromonas hydrophila;5.11247;0;0;0;0;10.07668;0;0;0;0;15.76417;0;0;0;0;0;0;0;0;0;119.47431;0;6.14767;9.65274;6.3795;10.50586;0;6.49956;6.89815;11.88466;8.1757;0;0;0;0;0;0;0;0;0;0;113.37868;0;0;0;0;0
Aeromonas media;5.07748;0;0;0;0;4.00308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88.99436;69.56522;18.3167;4.79329;2.53434;0;3.37644;5.91714;5.92869;10.97981;5.94126;45.89261;0;27.70851;0;0;0;0;0;30.12048;50.0125;337.83784;0;0;0;0;0
Aeromonas salmonicida;3.09492;54.62988;0;0;0;4.06674;0;0;0;38.93323;0;0;0;0;0;0;0;0;0;0;60.26819;70.67138;2.06755;9.73899;2.57462;0;10.29036;2.73237;4.55066;8.36577;2.81666;0;0;0;21.6006;0;0;0;0;0;25.40328;57.20824;0;0;0;0;0
Aeromonas schubertii;11.0253;116.78832;0;0;0;6.51926;0;0;0;0;0;0;0;0;0;44.60303;0;0;0;0;0;0;4.41925;10.40826;6.87886;0;0;6.4243;16.59271;25.33185;6.66551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aeromonas sp;3.02467;0;0;54.02485;0;2.98083;0;45.62044;0;0;0;0;0;0;0;40.78303;0;0;0;0;29.45074;69.06077;2.02061;0;0;0;3.35222;4.5396;4.9706;4.90554;3.14599;45.56847;0;0;0;94.16196;0;0;0;0;0;0;0;0;0;0;0
Aeromonas veronii;5.86176;0;0;57.11022;0;8.40257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.13325;0;6.40786;5.03056;7.97947;0;15.94614;5.081;17.6988;20.16605;11.01594;0;0;0;0;49.77601;0;0;0;0;0;0;0;0;0;50.89059;0
Agarilytica rhodophyticola;29.61981;149.39309;60.79027;0;39.49447;22.24029;0;0;21.53548;0;21.74622;20.83116;27.4499;0;62.67628;0;40.5515;33.75527;0;0;102.99722;96.61836;26.85436;19.9727;14.08017;0;32.82763;20.54646;22.87392;40.98533;24.89379;0;0;19.24372;14.7656;0;58.18182;0;0;20.91831;34.73127;0;0;43.99472;55.07366;0;0
Agarivorans gilvus;29.65664;0;47.33728;0;0;16.23711;0;0;0;0;0;0;0;0;0;0;63.15125;0;0;0;96.24639;150.48909;46.22801;10.36914;19.1886;11.28541;32.86831;22.40065;23.94066;33.55017;22.49203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.90779
Aggregatibacter actinomycetemcomitans;110.5787;0;0;0;0;88.5438;0;0;0;0;0;0;0;0;0;0;0;0;97.60859;0;67.29475;157.8532;69.25527;10.8737;106.3631;106.52148;884.68462;98.23542;130.31263;200.51436;24.71011;0;0;0;0;0;0;0;0;0;0;0;281.29395;0;0;0;0
Aggregatibacter aphrophilus;418.41443;0;0;0;0;248.03125;0;0;0;79.14523;0;0;81.63265;0;0;0;0;0;0;0;0;143.67816;290.03174;69.29664;331.06517;150.84581;2538.35425;323.85111;565.42987;594.13125;416.79108;0;0;0;0;0;0;0;101.98878;0;0;232.55814;0;0;0;0;0
Aggregatibacter phage;110.3144;0;0;0;0;108.69565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137.64625;0;1834.86239;87.66803;85.88606;119.29615;43.02926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Agrobacterium radiobacter;13.32364;64.14368;0;0;0;4.77469;0;0;36.98909;0;0;0;0;0;0;0;0;0;0;0;141.51778;0;14.56487;0;1.51143;12.44478;14.09528;6.09531;12.4144;17.35258;15.35409;0;0;0;0;0;0;0;0;0;0;0;0;0;47.2925;0;0
Agrobacterium rhizogenes;9.69157;0;0;0;0;3.1837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.36188;110.61947;12.94876;22.87283;0;16.59613;10.74114;0.85562;7.9633;13.97166;9.45022;0;0;0;0;0;66.62225;0;0;0;0;179.05103;0;0;63.07159;77.13074;0
Agrobacterium sp;25.96875;0;0;0;0;4.45087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131.92612;154.67904;13.57712;21.31742;0;23.20186;0;7.17708;21.09383;17.70149;8.80774;0;0;0;47.28132;0;0;0;0;0;0;250.31289;0;0;0;0;0
Agrobacterium tumefaciens;6.82885;361.66365;0;0;0;10.09472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149.58863;116.95906;13.68598;0;4.26062;0;5.67634;7.23468;19.04821;31.38008;10.65409;0;0;0;0;0;0;0;0;0;0;0;0;0;66.66667;0;0
Agrobacterium vitis;16.924;0;0;0;0;2.56594;0;58.91016;0;0;0;0;50.6714;0;0;0;0;0;0;0;38.03004;0;15.65456;6.14496;11.37139;0;17.31414;10.68892;17.39665;22.52149;8.12438;0;0;35.52398;0;0;0;0;0;0;0;144.40433;0;81.20179;0;0;0
Agromyces aureus;14.42113;88.13161;0;0;0;15.30523;0;0;0;20.93364;0;0;0;0;0;0;0;0;0;0;194.42644;75.98784;37.79458;10.4723;8.99754;0;9.22084;12.04621;9.21093;4.79769;13.62937;0;0;0;0;0;0;0;0;0;0;123.00123;0;69.20415;0;0;0
Akkermansia muciniphila;17.29899;241.08004;0;0;0;17.94559;105.82011;164.81253;0;0;0;0;0;0;0;0;0;0;0;0;345.74468;0;25.54605;21.48782;13.63342;0;12.10874;22.18535;31.89318;35.43935;11.719;0;0;0;38.12429;0;0;0;0;0;0;19172.55298;0;0;0;0;72.7802
Alcaligenes faecalis;10.88545;121.35922;0;0;0;24.84276;0;0;0;0;0;0;0;0;0;46.34994;0;0;0;0;200.80321;78.49294;20.66756;27.04238;20.0173;0;13.33435;16.38802;30.029;55.1314;20.11146;0;0;31.26466;23.98944;0;0;0;0;33.99048;0;0;0;0;0;0;0
Alcanivorax borkumensis;3.1096;0;0;0;0;3.06452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.33891;0;0;5.16956;1.64719;1.2103;5.88381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alcanivorax dieselolei;7.87495;0;0;0;0;7.76074;57.20824;0;0;0;0;0;0;0;0;0;0;0;0;0;57.50431;67.43088;15.78252;16.26205;4.91328;0;3.27289;6.5179;7.15176;6.65203;4.60731;0;69.80803;0;20.61006;0;0;23.4192;47.85834;0;0;0;0;0;38.43936;0;0
Alcanivorax pacificus;5.81896;61.63328;50.15045;0;0;6.88152;0;0;35.5366;0;0;0;0;0;0;0;0;0;49.30966;0;135.98504;0;4.66478;10.9866;17.42654;0;19.3476;4.31533;14.34389;21.39152;5.90103;0;0;15.87806;0;0;0;0;0;0;0;0;0;0;45.44422;0;0
Alcanivorax sp;0;0;0;0;0;3.08899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83018;3.04991;0;1.22255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alcanivorax xenomutans;8.19811;0;0;0;0;4.03963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.93564;140.40014;20.53768;9.67399;1.27873;0;3.40721;4.34265;6.11574;9.41802;6.79489;0;0;0;0;0;0;0;0;0;25.23341;0;0;0;0;0;0
Algibacter alginicilyticus;38.86018;128.61736;0;0;0;28.72256;0;109.89011;0;0;0;0;0;0;0;0;0;0;0;0;35.47357;0;38.94081;22.92789;19.69951;18.71608;28.26399;25.40936;37.96998;43.00158;29.13001;0;0;33.13453;25.42588;0;0;0;0;0;29.90431;0;0;0;0;0;0
Algoriphagus sp;46.23006;132.31889;0;0;0;20.93287;0;0;0;0;0;0;0;0;0;0;0;0;52.93806;0;0;0;30.04921;53.07856;34.3005;25.67559;37.38939;27.46707;34.36588;48.97209;21.44302;0;0;0;0;0;0;0;60.75334;0;0;0;0;0;0;0;0
Alicycliphilus denitrificans;7.32329;443.2133;0;0;0;16.49638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458.36516;286.63561;6.2901;9.8763;5.22186;0;31.30598;5.81888;5.8364;15.8363;4.08055;0;0;28.54696;0;0;21.57497;0;0;0;25.75992;116.00928;255.42784;0;0;0;41.81476
Alicyclobacillus acidocaldarius;12.85605;0;0;0;0;9.50224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187.74935;0;9.66199;7.58524;16.04219;0;5.34316;6.81005;11.6755;11.29404;12.2226;72.62164;0;0;33.64738;0;0;0;0;0;0;178.25312;196.07843;0;0;0;0
Aliivibrio salmonicida;30.63748;0;62.87331;0;0;30.19324;0;0;0;0;0;0;0;101.21457;0;0;0;0;0;0;85.23333;0;5.84778;20.65902;16.38449;0;26.6796;23.57087;31.60957;26.0277;17.92482;0;0;0;0;0;0;0;0;0;0;0;0;90.99181;0;0;58.30904
Aliivibrio wodanis;17.76773;0;69.61364;0;0;22.28554;0;0;0;0;0;0;0;0;0;0;0;0;0;69.42034;0;0;64.74378;22.87283;22.17116;16.59613;29.53813;22.24618;20.95601;35.36577;28.98067;0;0;0;33.81806;0;0;0;0;0;0;0;0;0;0;0;0
Alistipes finegoldii;44.81916;275.1978;0;0;0;16.64362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151.77386;88.96797;20.82872;18.39588;38.90546;13.34757;58.31156;23.39729;129.77885;82.87332;20.01485;0;0;0;0;0;0;0;0;0;0;0;79.30214;0;0;0;0
Alkalilimnicola ehrlichii;4.44254;156.86275;0;0;0;8.75631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.2526;0;16.32314;20.96949;5.54354;30.42982;14.77105;9.80534;11.33523;10.80765;5.77591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alkaliphilus metalliredigens;31.98315;52.11047;0;0;0;25.21554;0;0;0;74.28041;30.34441;0;0;0;0;0;0;0;0;0;86.23168;0;40.43153;23.22557;29.47172;10.11122;39.26445;19.28776;33.96158;34.58109;33.01008;0;0;0;0;0;0;0;47.84689;0;24.23068;0;0;61.38735;38.42459;0;0
Alkaliphilus oremlandii;29.50883;0;0;0;0;29.08089;90.25271;0;0;0;0;0;0;0;0;0;0;0;0;66.75567;0;0;18.67559;43.98505;33.91506;7.97894;43.89249;31.67382;36.67218;58.35383;33.92305;70.20007;0;0;0;0;0;0;0;46.07233;76.48184;0;0;0;0;0;0
Alkalitalea saponilacus;34.03036;107.58472;0;0;0;25.02753;0;137.89933;0;0;0;0;39.54132;0;0;0;0;0;0;0;29.67359;0;31.55602;43.15408;21.54899;15.65599;42.21903;33.36221;45.33653;37.89293;31.10291;0;0;0;42.53509;0;41.90237;0;0;0;0;0;0;0;39.6668;0;0
Allochromatium vinosum;6.18965;145.66642;0;0;0;5.42211;0;0;0;0;0;0;0;0;0;0;0;0;0;59.11913;160.70711;0;2.75664;25.96981;10.29822;0;0;34.2447;15.52535;20.07726;8.04738;0;0;0;28.7977;0;0;0;0;0;0;152.5553;0;0;0;0;0
Allofrancisella guangzhouensis;35.10106;0;0;0;0;23.0614;0;0;0;0;0;86.39309;0;0;0;0;0;0;0;0;0;200.4008;17.58654;55.22574;18.24984;60.10518;38.90294;26.34066;35.29291;36.37054;18.25432;0;0;0;0;0;0;0;0;0;0;0;178.57143;0;0;0;0
Altererythrobacter atlanticus;13.60963;75.87253;0;0;0;5.64732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125.54928;98.13543;5.74226;27.04804;3.57526;14.71995;14.2898;7.58864;12.26691;23.23438;7.82278;0;0;39.09304;0;0;0;0;0;0;0;158.85624;0;0;0;0;0
Altererythrobacter dongtanensis;9.67173;85.36065;0;0;0;6.35435;0;0;0;0;0;0;0;0;0;0;0;77.16049;0;0;188.32392;0;8.0765;0;2.01145;16.56178;0;9.39264;16.73059;37.47228;4.08674;0;0;0;0;0;0;0;0;0;0;0;196.65683;0;62.95247;0;0
Altererythrobacter epoxidivorans;8.70557;0;0;0;0;3.43171;0;0;0;0;0;0;0;0;0;0;0;0;73.77352;0;254.25884;119.26058;6.97885;16.43655;18.46722;0;11.57809;2.76686;12.19799;27.29682;4.07462;0;0;0;0;0;0;0;0;0;42.87245;0;0;0;0;0;0
Altererythrobacter ishigakiensis;16.32801;0;0;0;0;14.30334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.99417;372.90242;3.63597;25.69043;6.79148;0;33.1765;10.57118;28.95092;39.23165;9.19905;0;0;49.50495;0;0;74.8223;0;0;53.80683;44.67277;0;0;0;0;0;0
Altererythrobacter mangrovi;5.3845;95.05703;0;0;0;14.15053;0;0;0;0;0;0;69.85679;0;0;72.62164;0;0;0;0;52.42464;491.70252;7.19424;8.4717;2.23967;0;5.96766;4.75376;9.54723;6.79219;5.60048;0;0;122.42899;37.57986;0;74.04665;0;87.26003;0;44.1989;0;219.05805;0;0;0;0
Altererythrobacter marensis;8.40746;89.0472;0;0;0;0;0;0;0;0;0;0;65.44503;0;0;0;0;0;0;0;147.34774;230.2821;6.73991;23.81047;8.39287;34.55425;11.18162;3.1175;11.78036;24.54412;8.52607;0;0;0;0;0;0;0;0;0;0;0;0;104.87677;0;0;0
Altererythrobacter namhicola;3.74367;198.21606;0;0;0;7.37871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.69874;0;0;0;0;19.23262;12.4471;5.94919;11.89953;10.11936;17.52215;0;0;51.07252;0;0;0;0;0;0;0;0;0;0;0;0;0
Alteromonas addita;4.17382;0;0;0;58.42828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.85052;5.20823;0;0;1.10547;5.14429;1.12821;2.23845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alteromonas australica;30.39839;59.63029;0;0;0;19.97182;0;50.94244;0;0;0;0;0;0;0;45.54771;0;0;0;0;0;154.26147;6.76918;15.94261;29.50267;0;18.71713;11.92777;16.21356;35.30225;15.36972;0;0;30.72197;0;0;0;26.78452;54.73454;0;0;0;0;0;0;0;0
Alteromonas macleodii;22.93279;55.20287;0;0;0;20.54569;0;0;0;0;0;0;0;0;0;0;0;0;44.15986;0;91.35201;142.80614;14.62385;36.90218;15.60884;0;13.86362;20.70651;22.17925;30.43094;16.66972;0;0;28.44141;0;48.68549;42.99226;0;0;0;0;0;0;0;0;0;0
Alteromonas mediterranea;15.15676;114.6789;0;0;0;18.13778;0;0;0;40.85802;0;0;0;0;0;43.79242;0;0;45.87156;0;63.25111;0;70.51651;20.44049;24.99223;0;14.39859;19.49838;21.3496;21.94811;21.7468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alteromonas naphthalenivorans;11.70806;0;42.05214;0;0;13.46141;0;0;0;0;0;0;0;0;0;0;0;46.69624;41.3394;0;28.49815;0;32.26374;4.60532;24.95815;30.07368;29.19613;20.67306;17.08854;35.86734;11.98735;0;0;0;0;45.56847;0;0;47.43833;0;0;0;0;121.72855;76.19048;0;0
Alteromonas sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.07214;5.026;2.01452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alteromonas stellipolaris;5.17604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70.89685;0;0;0;0;0;1.09673;0.53722;1.67894;1.61509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aminobacter aminovorans;12.5076;182.73184;18.58736;0;0;3.40035;0;0;0;0;0;0;0;59.8444;0;0;0;0;0;0;75.58579;59.08419;19.01634;14.25052;7.53458;17.72578;11.47217;8.2247;8.16952;9.3266;7.73827;0;0;0;18.06032;0;0;0;0;51.17053;0;95.64802;210.52632;0;0;0;0
Aminobacterium colombiense;34.29103;129.70169;0;0;0;9.65531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.66905;167.78523;14.72646;11.56136;24.451;0;32.57594;33.73403;24.15091;39.72458;20.53996;0;0;0;0;0;101.0101;0;0;0;0;0;0;152.78839;0;0;0
Ammonifex degensii;15.9486;0;0;122.10012;0;8.9813;0;103.09278;0;0;0;0;0;0;0;0;0;0;0;0;66.55574;156.00624;13.69832;0;11.37204;0;7.57547;12.06884;17.14429;6.15858;9.33089;102.98661;0;0;47.69855;0;0;0;0;0;0;0;0;0;0;0;0
Amphibacillus xylanus;73.63214;0;0;0;0;39.0734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129.28248;211.89246;62.38025;27.09293;19.39864;59.63591;33.50318;36.98669;38.7858;22.82828;0;0;0;0;0;0;0;0;56.00672;0;0;0;117.78563;0;0;0
Amycolatopsis japonica;2.70673;57.33945;0;0;0;2.13399;0;0;0;0;0;0;0;37.55869;0;0;0;0;0;0;31.62555;74.15647;2.71234;12.77612;6.75509;0;5.39976;4.44476;4.91633;4.97521;4.75081;0;0;0;11.33401;0;0;0;0;0;0;0;0;0;0;0;0
Amycolatopsis keratiniphila;3.2527;57.42176;0;29.05288;0;4.27405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.34125;74.26662;2.17296;5.11771;2.02941;5.5701;1.80248;2.29733;2.81333;1.1723;2.74882;0;0;14.7929;0;0;0;0;0;0;0;0;0;0;0;0;0
Amycolatopsis mediterranei;8.0563;25.09725;0;0;0;6.53842;0;0;0;0;0;0;0;0;0;19.17178;0;0;0;0;27.68549;97.38679;11.87203;6.71058;8.27886;9.73828;7.87836;3.26341;6.20977;7.17351;6.65425;0;0;12.93076;9.92211;0;0;0;0;0;0;0;115.6738;0;0;0;0
Amycolatopsis methanolica;11.39498;70.99752;0;0;0;7.26634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.73715;45.91368;7.3885;9.49157;8.36414;0;11.1433;3.9057;6.34828;7.97214;5.09811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Amycolatopsis orientalis;6.64476;0;0;0;0;6.0447;0;0;15.60793;19.29012;0;15.09776;0;0;45.42357;20.67825;0;0;0;0;29.85966;35.00788;7.1707;7.2379;3.18905;5.25169;6.79787;5.68586;7.82502;3.31592;4.98409;0;0;13.947;0;0;0;0;0;0;0;0;0;0;0;0;0
Amycolatopsis sp;6.06385;145.96409;0;0;0;4.34613;0;24.94388;0;0;0;0;21.45693;0;48.99559;0;0;0;0;23.69388;80.50882;37.75722;9.39081;13.01016;8.94242;0;3.66576;7.44624;10.44183;7.45045;8.70804;0;0;30.08424;0;0;22.73761;0;0;0;0;0;134.54423;0;0;0;22.03371
Anabaena cylindrica;18.20375;40.16871;0;40.65041;0;8.96995;0;0;0;0;0;22.40394;29.52465;0;0;0;0;36.30423;32.13368;0;44.31151;51.94805;32.68247;28.6415;10.41115;0;29.00195;21.49535;18.79538;42.64523;16.12338;34.2818;0;0;0;35.42331;0;0;0;0;0;0;0;0;0;0;0
Anabaena sp;20.16999;59.34718;0;0;0;17.66902;0;0;0;0;0;33.10162;43.61099;0;0;45.33092;0;53.63368;0;0;0;0;21.33465;15.86756;18.17737;11.51344;3.72571;18.69758;17.73622;30.89514;14.20451;0;0;30.57636;0;0;92.4428;0;54.48107;0;27.59382;0;0;0;0;53.50455;0
Anabaena variabilis;20.95717;0;32.84612;0;0;8.2613;0;0;23.27205;0;0;22.50985;0;52.86809;0;30.83089;0;0;0;65.50934;22.25932;52.19207;18.32775;34.17266;11.41135;27.40584;15.20296;11.10129;13.4464;15.65561;12.18689;34.44119;0;41.58869;0;0;0;0;0;22.60398;0;0;93.02326;0;0;36.3901;30.45995
Anaerococcus prevotii;33.49091;0;0;138.02622;0;45.6992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225.73363;176.52251;20.65209;36.48082;20.89528;0;38.54555;49.80997;66.51247;104.45537;64.81142;0;0;0;0;0;0;0;0;152.84677;0;0;0;0;0;0;0
Anaerolinea thermophila;17.85346;145.45455;0;0;0;8.12062;0;0;0;0;0;0;0;0;0;0;0;0;0;59.03188;40.11231;188.14675;24.77121;0;12.85281;28.22069;22.83105;30.55423;28.32992;25.24334;13.65934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anaerolineaceae bacterium;21.41081;0;70.97232;88.26125;92.25092;12.98491;0;0;25.14458;0;25.3936;97.29993;0;114.28571;0;0;0;0;0;0;96.22324;112.80316;18.15421;69.96541;16.44128;16.92191;54.76001;11.34158;26.4959;18.698;14.77499;0;0;134.83146;0;0;33.96739;39.18495;160.1281;24.42599;40.5515;0;0;102.72214;64.30868;78.64727;0
Anaeromyxobacter dehalogenans;5.80577;51.24263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.63282;0;0;0;141.32278;0;4.84816;0;4.82975;9.94184;6.43449;5.38194;5.64922;8.3698;3.20802;0;0;0;0;0;39.91219;0;0;0;0;0;0;0;0;0;0
Anaeromyxobacter sp;3.21697;48.67364;0;0;0;3.62322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107.39697;62.95247;14.73649;13.01518;4.58768;9.44376;12.22419;3.89502;6.20083;2.98138;3.94349;0;0;0;0;0;37.91469;0;0;0;0;0;0;0;0;0;36.73769
Anaerostipes hadrus;86.39276;80.97166;0;0;0;49.728;0;0;0;0;0;90.33424;59.52381;0;0;0;0;0;0;0;44.6628;0;27.58029;61.34748;51.51689;31.42184;45.75612;53.86338;65.86217;42.98533;44.13379;0;0;0;0;0;0;0;0;0;0;508.47458;0;0;0;73.01935;0
Anaplasma centrale;20.09929;212.99255;0;0;0;7.92299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.05639;18.97353;5.01605;0;13.36541;12.77615;19.81809;8.69272;4.70371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anaplasma marginale;0;0;174.52007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.3432;0;24.35263;19.11863;10.10867;0;0;17.16462;13.663;6.56922;9.47905;0;0;0;84.81764;0;0;0;0;0;0;0;0;0;0;0;161.94332
Anaplasma ovis;31.9508;0;0;0;0;7.87185;0;0;121.95122;0;0;0;0;0;0;0;0;0;0;0;0;0;8.00416;56.55575;19.93422;0;0;16.92459;15.54452;6.47731;10.90428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anaplasma phagocytophilum;56.05289;174.67249;142.14641;0;0;12.99756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.82423;0;18.51471;0;43.85244;27.94565;15.40002;23.17291;34.72356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aneurinibacillus soli;20.03276;124.80499;0;0;0;13.93566;0;53.31911;35.98417;44.47409;0;0;0;81.76615;0;0;67.75068;0;0;0;0;80.71025;23.61665;11.1244;27.9383;12.10727;25.46723;16.85372;25.99007;31.53429;23.9003;0;0;64.30868;24.67308;0;48.60267;28.03476;0;0;58.02989;0;0;0;0;0;0
Aneurinibacillus sp;31.10708;70.10165;0;0;0;13.04512;0;59.89817;0;0;0;0;0;0;0;0;76.1035;0;0;0;115.98685;181.32366;7.95872;56.23243;8.25887;40.80245;15.40425;17.88031;23.01259;33.9917;26.84765;0;0;0;27.71619;0;0;31.4911;64.35006;0;0;293.47029;0;0;0;63.21113;0
Anguillid herpesvirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.67932;35.45471;21.10484;7.61354;0;0;533.33333;0;0;0;0;0;0;0;0;0;0;0;0;0
Anoxybacillus amylolyticus;27.38132;90.62075;442.47788;458.50527;574.98802;11.80558;497.26504;542.00542;0;0;0;404.44894;399.6004;0;0;0;295.13035;0;0;514.89518;0;0;6.85942;20.19386;7.47408;0;17.07019;25.83569;31.74956;18.96594;23.36207;154.67904;364.07767;46.69624;394.12397;559.32881;423.57924;0;0;0;0;0;0;0;1202.80655;408.49673;136.79891
Anoxybacillus flavithermus;21.30143;90.25271;0;0;95.41985;18.47342;0;0;0;0;0;0;0;0;0;0;97.99118;0;0;0;0;0;34.15301;8.04376;26.58048;0;25.4972;27.08082;24.98303;40.53581;20.60485;0;0;0;35.67606;0;0;0;82.85004;0;41.96391;0;0;0;0;0;68.11989
Anoxybacillus gonensis;47.58321;91.61704;0;0;0;25.57806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.48341;31.2099;4.08363;21.59128;53.33333;51.7777;21.99746;29.18312;25.25642;14.51007;0;122.69939;0;0;0;0;0;0;0;0;191.93858;0;0;0;0;0
Anoxybacillus sp;19.68679;67.27212;0;0;0;22.5307;0;0;38.78224;47.93864;0;0;0;0;0;0;0;0;0;0;0;260.98304;14.00008;0;20.60352;26.09944;31.6723;24.55713;31.47343;24.71908;14.1188;0;0;0;0;0;0;0;0;0;62.54887;0;155.03876;0;0;0;0
Antarctobacter heliothermus;8.2171;0;0;0;57.52085;4.04899;0;0;31.36271;0;0;0;0;0;0;0;0;0;0;0;120.012;0;10.29262;4.84825;5.12676;31.6606;6.83025;9.24951;15.59129;11.10568;7.81219;46.42526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aquaspirillum sp;14.6922;64.82982;0;0;0;10.85947;0;0;0;0;18.87683;0;0;0;0;0;0;0;0;0;53.64807;167.71488;9.81511;5.77918;10.69453;0;4.07083;13.61969;20.17336;44.01642;11.6999;0;0;0;0;0;0;0;0;0;0;0;149.47683;0;0;0;0
Aquifex aeolicus;18.76261;0;0;0;0;30.81759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91.3242;214.13276;18.80112;44.28044;23.41235;32.12851;0;21.53405;21.09662;35.50176;15.85608;0;0;0;0;0;0;0;0;0;0;0;0;195.12195;0;0;0
Aquitalea magnusonii;18.49639;211.80831;0;0;0;19.70618;0;0;30.52969;37.73585;0;0;0;0;0;40.44489;0;0;0;0;58.41121;68.4697;16.02998;4.71921;14.3472;10.27274;18.28336;17.4771;36.44925;110.26342;10.52903;0;0;0;20.93364;0;0;0;0;0;0;221.72949;0;0;0;0;0
