Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049153_FP56;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049163_S56;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72;SRR7049258_MP75
Desulfitobacterium dichloroeliminans;34;2;0;0;0;13;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;8;2;18;12;3;22;2;14;65;176;76;99;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0
Desulfobacca acetoxidans;8;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;10;2;0;8;4;2;38;91;54;38;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Desulfobacula toluolica;69;7;0;0;0;18;0;0;0;0;0;2;0;0;0;2;2;0;0;0;0;6;2;10;19;2;41;2;12;52;189;107;113;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Desulfocapsa sulfexigens;36;0;0;2;2;14;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;4;19;6;2;24;2;7;44;170;61;78;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Desulfococcus multivorans;26;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;22;6;6;18;0;6;26;109;42;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Desulfocurvibacter africanus;17;0;0;0;0;12;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;2;6;24;4;2;22;0;6;35;125;60;33;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0
Desulfomicrobium orale;4;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;7;2;6;0;5;28;50;26;41;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Desulfomonile tiedjei;58;4;0;0;0;12;2;0;0;0;2;2;0;0;2;0;0;0;0;0;2;6;4;29;8;2;28;2;20;72;186;122;84;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;2
Desulfosporosinus acidiphilus;57;2;0;0;0;22;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;4;2;23;10;4;48;4;22;67;206;98;134;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Desulfosporosinus meridiei;35;0;0;0;0;27;0;0;0;0;2;0;0;0;0;0;0;2;0;2;0;4;4;34;6;2;36;4;8;60;198;113;150;0;0;0;2;0;0;0;0;2;0;2;0;2;0;0;2;2
Desulfosporosinus orientis;61;4;0;0;0;21;2;4;0;2;2;0;4;0;0;0;0;0;2;0;2;4;8;34;12;2;40;2;18;66;281;152;167;2;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;2
Desulfotomaculum ferrireducens;25;0;0;0;0;21;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;28;17;0;28;2;13;52;136;58;100;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;0
Desulfotomaculum gibsoniae;51;0;2;2;0;18;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;4;2;12;7;6;20;0;21;53;158;84;83;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0
Desulfotomaculum kuznetsovii;35;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;3;2;17;0;6;26;107;42;51;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
Desulfovibrio fairfieldensis;14;2;2;0;0;12;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;2;2;12;2;2;10;4;10;16;50;72;44;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Dickeya solani;9;2;0;0;0;10;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;2;4;2;10;0;0;22;50;28;35;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Dyella thiooxydans;12;6;0;0;0;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;4;2;8;6;6;15;0;6;26;77;26;20;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
Edwardsiella sp;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ehrlichia muris;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;6;4;2;70;47;20;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ehrlichia sp;15;2;0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;12;29;26;10;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Enterobacter chengduensis;19;2;0;0;0;4;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;6;2;2;8;0;0;25;63;100;60;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Enterobacter roggenkampii;14;4;0;0;0;13;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;2;2;6;3;11;0;6;42;50;28;37;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0
Enterobacter soli;20;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;2;24;4;2;17;2;8;52;116;84;42;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Eptesicus fuscus;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;4;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Erwinia carotovora;4;2;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;2;6;9;0;1;12;16;2;8;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
Eubacterium maltosivorans;102;2;0;0;0;24;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;4;2;13;12;4;45;4;13;83;336;64;259;0;0;0;0;0;2;0;0;0;0;2;0;0;2;0;0;0
Flammeovirga sp;97;4;2;0;0;33;2;4;0;4;0;2;0;0;0;0;0;0;0;0;0;6;6;24;13;7;31;4;16;134;333;160;176;0;2;0;2;0;0;2;0;2;2;0;0;0;0;0;0;0
Gemmatimonas phototrophica;10;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;6;2;2;6;0;8;42;63;62;38;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Gemycircularvirus SL1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geoalkalibacter subterraneus;8;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;12;6;2;29;0;2;14;132;66;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Geobacillus genomosp;19;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;2;6;4;4;17;71;46;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
Geobacillus lituanicus;7;2;0;2;0;23;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;0;16;2;4;14;70;12;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geobacillus stearothermophilus;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;4;0;2;16;42;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geobacillus subterraneus;28;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;6;2;0;8;0;0;21;70;54;38;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Geobacillus thermocatenulatus;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;10;0;0;6;8;0;14;43;20;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geobacillus thermoleovorans;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;2;21;4;12;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Geobacter anodireducens;10;0;2;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;8;12;4;2;10;0;0;19;50;32;27;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
Geobacter daltonii;34;2;0;0;2;4;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;2;2;16;10;0;18;2;12;38;117;48;95;0;0;4;2;2;0;0;0;0;0;2;0;4;2;0;0;2
Geobacter pickeringii;12;2;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;2;2;0;0;2;9;0;4;18;2;2;34;60;34;40;0;0;4;0;0;0;0;2;2;0;0;0;0;2;2;0;0
Geosporobacter ferrireducens;71;0;0;2;0;28;0;0;2;0;2;0;2;0;0;0;0;0;0;2;0;4;0;33;10;4;49;14;10;135;300;180;164;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0
Glaciecola nitratireducens;34;4;0;0;0;26;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;4;24;14;6;24;2;17;70;252;172;88;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0
Glaesserella parasuis;37;0;0;0;0;44;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;6;2;8;20;6;33;98;184;119;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glutamicibacter halophytocola;19;4;0;2;0;17;0;2;0;2;0;0;0;0;0;2;0;0;0;2;0;6;0;24;10;2;22;5;2;46;126;38;113;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;2;0
Haematospirillum jordaniae;24;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;0;2;20;0;5;20;47;26;35;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
Halioglobus pacificus;33;0;0;0;0;16;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;8;4;12;8;4;18;6;10;38;107;60;67;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Halobacillus halophilus;28;0;0;2;0;22;0;2;0;0;2;0;0;0;0;2;0;0;0;0;0;2;2;26;8;6;10;0;17;71;154;73;65;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;0
Halobacillus mangrovi;54;2;0;4;0;21;0;2;0;0;0;2;0;0;0;2;0;0;2;0;0;4;2;18;12;0;31;2;5;100;198;101;122;0;0;2;2;0;2;0;0;0;0;0;0;0;2;2;0;2
Halobacteriovorax marinus;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;4;8;0;4;17;36;58;35;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Halobacteroides halobius;66;0;0;0;0;27;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;17;10;2;37;4;18;88;178;145;107;2;0;0;4;0;0;0;2;4;0;0;0;0;0;0;0;0
Halocynthiibacter arcticus;36;0;0;0;0;10;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;4;22;12;6;18;0;4;36;115;66;62;0;0;0;0;0;2;0;0;0;2;2;0;0;2;0;0;0
Halomicronema hongdechloris;30;4;0;4;0;10;2;2;4;2;0;0;0;0;0;0;2;0;0;0;2;8;4;14;8;4;35;0;18;50;195;79;78;0;0;2;0;0;0;0;2;2;0;2;0;0;4;0;2;0
Halomonas aestuarii;3;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;8;5;0;6;5;2;11;131;79;9;0;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0
Halomonas beimenensis;10;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;4;5;2;0;2;20;56;36;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Halomonas campaniensis;30;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;4;2;15;3;4;14;6;7;56;107;108;67;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Halomonas chromatireducens;18;7;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;6;3;2;11;4;2;14;102;70;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Halomonas huangheensis;28;2;0;0;0;14;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;6;2;6;2;8;26;2;6;47;121;40;73;0;2;2;0;0;0;0;4;0;0;0;0;0;0;4;2;0
Halomonas hydrothermalis;10;4;2;4;2;2;0;2;8;2;0;0;0;0;0;0;8;0;4;0;2;8;8;6;6;0;12;4;10;31;139;44;58;2;0;0;10;0;6;6;2;0;8;0;0;2;2;0;4;2
Halorhodospira halochloris;14;2;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;0;14;6;0;6;4;4;20;52;40;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Halotalea alkalilenta;6;2;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;4;6;6;1;11;2;2;24;91;45;43;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0
Halothece sp;33;2;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;24;6;4;6;2;9;42;150;98;65;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Halothiobacillus sp;12;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;7;2;3;10;0;4;23;69;24;27;0;0;2;0;0;6;0;0;0;2;4;4;0;0;0;0;0
Helicobacter typhlonius;26;0;2;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;14;5;2;18;0;6;44;110;52;44;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Human mastadenovirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Human papillomavirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Human parvovirus;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Human polyomavirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Human smacovirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HumanAssociated porprismacovirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HumanDNA virus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HumanFeces smacovirus2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HumanGenitalAssociatedCircularDNA virus1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hyphomicrobium nitrativorans;12;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;12;0;0;4;0;0;16;99;52;24;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Hyphomonadaceae bacterium;26;0;0;0;0;5;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;4;6;32;0;0;16;0;8;15;81;82;48;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0
Idiomarina piscisalsi;13;4;0;0;0;12;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;6;2;0;6;0;2;24;66;30;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JC polyomavirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kangiella geojedonensis;38;0;0;0;0;16;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;4;2;18;10;2;16;6;4;60;128;89;42;2;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0
KI polyomavirus;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kluyvera georgiana;33;4;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;0;8;6;1;28;2;9;51;183;96;47;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0
Kosmotoga pacifica;16;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;24;6;2;44;126;60;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Kyrpidia spormannii;12;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12;2;0;4;2;6;15;42;30;27;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Laceyella sacchari;24;8;0;0;0;12;4;0;0;0;0;2;0;0;0;2;2;0;2;0;0;2;0;14;8;4;18;0;10;34;121;84;71;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Lactobacillus hordei;60;0;0;4;0;13;2;0;2;0;0;2;0;0;0;2;2;0;2;2;0;0;2;17;17;3;28;6;9;68;178;143;118;0;0;0;2;0;0;2;4;2;4;2;0;4;2;2;2;4
Lactobacillus nagelii;44;0;0;0;0;11;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;0;22;4;12;57;108;107;65;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;2
Lactobacillus terrae;43;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;2;40;2;10;78;199;58;83;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0
Leisingera methylohalidivorans;10;4;0;0;2;8;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;8;6;6;8;0;4;22;66;56;40;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0
Lelliottia amnigena;33;2;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;11;12;2;9;0;8;39;118;135;66;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Leptospira mayottensis;47;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;10;3;4;18;2;8;38;134;66;56;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Leptospirillum ferriphilum;14;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;16;24;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Leptospirillum sp;8;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;8;2;22;14;6;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
Limnochorda pilosa;4;8;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;10;0;0;4;0;2;25;78;30;24;0;0;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0
Luteibacter rhizovicinus;8;2;0;0;0;8;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;6;6;6;2;2;10;0;8;32;99;58;33;1;0;0;2;0;1;0;0;0;0;0;2;0;2;0;0;1
Magnetococcus marinus;22;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;12;8;2;20;2;8;34;100;65;49;0;0;0;2;2;0;0;0;0;2;0;0;0;0;4;0;2
Marinifilaceae bacterium;104;0;0;0;0;18;2;0;0;4;0;2;0;0;0;0;2;0;2;0;0;8;0;32;15;6;76;5;35;173;457;273;214;0;0;5;0;0;0;0;0;0;2;0;0;2;0;0;2;0
Marinilactibacillus sp;83;2;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;14;14;7;42;11;16;96;242;75;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marinithermus hydrothermalis;22;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;4;0;2;6;34;18;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marinobacter adhaerens;20;2;0;0;0;18;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;4;8;8;0;21;0;6;31;112;96;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marinobacter hydrocarbonoclasticus;28;2;0;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;16;0;2;12;2;10;32;111;116;66;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Marinobacter psychrophilus;13;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;6;4;0;12;2;4;14;36;32;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marinobacter salarius;44;6;0;0;0;10;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;6;2;18;10;4;4;4;6;40;89;56;64;0;0;2;2;0;0;0;0;4;0;0;0;0;0;0;0;0
Marinobacter salinus;18;2;0;0;0;12;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;18;6;2;8;2;4;62;98;38;30;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
Marinobacter similis;22;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;8;6;8;16;0;4;28;114;134;44;4;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0
Marinobacterium aestuarii;27;2;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;24;18;12;27;4;8;24;105;41;76;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0
Marinovum algicola;18;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;4;8;0;0;4;0;4;16;20;26;29;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Mesoplasma coleopterae;10;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;2;8;42;20;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mesoplasma entomophilum;10;0;0;0;0;4;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;2;2;0;18;0;4;14;31;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mesorhizobium amorphae;31;4;0;1;0;5;0;2;0;0;0;2;2;0;2;0;0;0;2;2;0;14;2;2;10;4;14;4;0;22;91;32;75;0;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0
Mesorhizobium australicum;34;8;2;0;0;6;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;12;4;4;4;4;14;0;4;14;102;44;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Mesorhizobium oceanicum;14;6;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;10;2;14;2;0;6;0;2;49;101;30;18;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Mesotoga prima;42;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;4;8;4;14;0;8;32;120;64;66;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Methylacidiphilum fumariolicum;20;4;0;0;0;18;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;8;12;13;2;12;0;9;28;95;31;71;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Methylobacterium aquaticum;15;8;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10;6;2;2;2;8;0;6;20;42;24;20;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylobacterium oryzae;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;0;4;12;20;10;12;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylobacterium phyllosphaerae;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;6;0;0;2;14;6;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Methyloceanibacter caenitepidi;16;6;0;0;0;6;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;2;2;2;14;0;2;20;72;50;42;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Methylocystis bryophila;16;4;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;18;4;1;23;5;4;9;64;52;62;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Methylomicrobium alcaliphilum;14;8;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;14;6;2;22;0;10;53;176;63;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Methylomonas denitrificans;20;0;0;0;0;11;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;8;4;16;2;0;27;0;2;52;148;86;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylomonas koyamae;23;4;0;0;0;16;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;2;10;4;0;20;2;10;59;122;130;50;0;0;0;2;0;2;0;2;0;0;2;0;0;0;0;0;0
Methylomonas methanica;40;6;0;0;0;14;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;4;4;10;12;10;20;0;10;92;124;139;64;0;0;0;2;0;2;0;0;0;0;0;2;0;0;2;0;2
